id;name;image;is_featured;products_count;category_ids;category_names;created_at;updated_at
gBxMoBpSJOYv9dCSIvBs;Huevos;;false;0;;;2025-10-25T13:08:55.418;2025-10-25T13:08:55.418
gHT5lP2TtiasWwm7w6sp;Dove;;false;0;;;2025-10-25T13:08:37.439;2025-10-25T13:08:37.439
gJaOH4auj0nSKbb0Fr6c;Tres Cruces;;false;0;;;2024-12-31T01:57:47.189;2024-12-31T01:57:47.190
gZB7m8JZSSCgVIM6jOLM;Gn;;false;0;;;2025-10-25T13:08:50.401;2025-10-25T13:08:50.401
geLxjM21dbgdHJgVLyGR;Bubbaloo;;false;0;;;2025-10-25T13:08:18.334;2025-10-25T13:08:18.334
gk9ypS0d3sFY6PJuzoU1;Doble Deleite;;false;0;;;2025-10-25T13:08:35.335;2025-10-25T13:08:35.335
h3N6xFEd9iFj0GfRAqk7;Pulp;;false;0;;;2025-10-25T13:09:34.717;2025-10-25T13:09:34.717
h3cOPjaYzjvqwoAiySUC;Molidos;;false;0;;;2025-10-25T13:09:12.963;2025-10-25T13:09:12.963
hLJM6aTlwIJswoKDzJdu;Primor;;false;0;;;2025-01-14T01:34:07.903;2025-01-14T01:34:07.903
hLdGUdUy9NeLP9JHDlla;Club Social;;false;0;;;2025-10-25T13:08:29.155;2025-10-25T13:08:29.155
haGol6t8fgpqeB8YxoTh;Nesquik;;false;0;;;2025-10-25T13:09:17.633;2025-10-25T13:09:17.633
hejAJvf4dguljc1etDOm;Vargas;;false;0;;;2025-10-25T13:09:59.585;2025-10-25T13:09:59.585
hi4ra92zcrdBLxTE2lft;Monster;;false;0;;;2025-01-11T23:34:57.064;2025-01-11T23:34:57.065
hoaP4EUX7qmOUJPmrlmh;Papeler�a;;false;0;;;2025-10-25T13:09:26.464;2025-10-25T13:09:26.465
hrODHrVlmTyLSpaqQObU;Coca Cola;;false;0;;;2024-08-24T19:15:37.008;2024-08-24T19:15:37.009
i3EIgwWNmVUdGBOLEqIN;Field;;false;0;;;2025-10-25T13:08:44.935;2025-10-25T13:08:44.935
iCB1j2yx6nCBxAr36wSa;Big Ben;;false;0;;;2025-10-25T13:08:14.184;2025-10-25T13:08:14.184
imzmOBKzDFmsesdNkp4L;Blanca Flor;;false;0;;;2025-01-14T01:51:34.707;2025-01-14T01:51:34.707
iqt18tlN23PKnHKeIk0X;Head & Shoulders;;false;0;;;2025-10-25T13:08:53.925;2025-10-25T13:08:53.925
iwzKSkN1ikirfZNbrXAD;Fanta;;false;0;;;2025-01-10T00:59:08.939;2025-01-10T00:59:08.939
j42QmGnOrauB6Qb8wc31;Ove;;false;0;;;2025-10-25T13:09:23.335;2025-10-25T13:09:23.335
jP7xoLFGcN5qSvLKTS37;Bonlé;;false;0;;;2025-01-13T18:38:33.430;2025-01-13T18:38:33.430
jSIyceUyNsDOnh2GtZOm;Pepsi;;false;0;;;2025-10-25T13:09:28.581;2025-10-25T13:09:28.581
ji5bjK826KmZaL26sjZB;Sayon;;false;0;;;2025-01-14T01:41:02.218;2025-01-14T01:42:48.993
jsxNXA2KCZNtJ7oJ3dP5;Gissela;;false;0;;;2025-10-25T01:03:15.256;2025-10-25T01:03:15.256
jwsyYPLT4LSuMy2J0fn1;Karinto;;false;0;;;2025-01-30T01:36:52.458;2025-01-30T01:36:52.458
jxPmgVYps1mm3Aaft8J9;Carmelita;;false;0;;;2025-10-25T13:08:21.369;2025-10-25T13:08:21.369
k95IYDHxWA0cHHSPmMTP;Nova;;false;0;;;2025-10-25T13:09:20.753;2025-10-25T13:09:20.753
